"ID","Full name","First names","Surname now","Surname at birth","Gender","Deceased","Mother ID","Mother name","Father ID","Father name","Partner ID","Partner name","Ex-partner IDs","Birth year","Birth month","Birth day","Death year","Death month","Death day","Email","Website","Blog","Photo site","Home tel","Work tel","Mobile","Skype","Address","Other contact","Birth place","Death place","Burial place","Burial year","Burial month","Burial day","Profession","Company","Interests","Activities","Bio notes",
"NB7QD","Isabella Gilbert","Isabella","","Gilbert","F","","","","EAECH","Otes Gilbert","APPC9","Thomas Grenville","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KCGTX","Isabella of Castile","Isabella of","","Castile","F","","","","HXV3E","John of Castile","CULO5","Ferdinand of Aragon","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"QYN9U","Jacqueline de Luxembourg","Jacqueline de","","Luxembourg","F","","","","C5GVL","Peter de Luxembourg","N3KVB","Richard Wydvill","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"RPMOW","Jacquette Wydvill","Jacquette","","Wydvill","F","","QYN9U","Jacqueline de Luxembourg","N3KVB","Richard Wydvill","QAJX4","John le Strange","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"P2IVR","James Stewart","James","","Stewart","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HUZD8","James Stewart","James","","Stewart","M","Y","","","","","","","N2WTC U7CZC ZGS5O BBYPN GW9FN","1472","3","17","1513","9","9","","","","","","","","","","","","Flodden","","","","","","","","","",
"LTKV7","James Stewart","James","","Stewart","M","Y","BBYPN","Janet Kennedy","HUZD8","James Stewart","EN5ID","Elizabeth Campbell","","1499","","","1544","6","12","","","","","","","","","","","","","","","","","","","","","Illegitimate",
"K3CLW","James Gray","James","","Gray","M","","","","HKVMJ","Gilbert Gray","","","R2L5D","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BV7JE","James Stuart","James","","Stuart","M","Y","Y8DNT","Mary Stewart","NH7EU","Henry Stuart","GTJ6Q","Anne of Oldenburg","","1566","6","19","1625","3","27","","","","","","","","","","","Edinburgh Castle","","","","","","","","","","",
"CI6VB","James Hepburn","James","","Hepburn","M","","","","","","Y8DNT","Mary Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Q4Y4C","James Stewart","James","","Stewart","M","Y","N2WTC","Margaret Tudor","HUZD8","James Stewart","","","","1506","2","21","1507","2","27","","","","","","","","","","","Holyrood House","","","","","","","","","","",
"T00CA","James Douglas","James","","Douglas","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"WDRJ6","James Douglas","James","","Douglas","M","","","","","","XB61V","Catherine Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"P6FPR","James Stewart","James","","Stewart","M","Y","N2WTC","Margaret Tudor","HUZD8","James Stewart","PKUYQ","Mary of Lorraine","BPQUK","1512","4","10","1542","12","14","","","","","","","","","","","Linlithgow","","","","","","","","","","",
"Y2S3N","James Stewart","James","","Stewart","M","Y","PKUYQ","Mary of Lorraine","P6FPR","James Stewart","","","","1540","5","22","","","","","","","","","","","","","","St Andrews","Stirling","Holyrood","1541","","","","","","","",
"VIVN1","Jane Grey","Jane","","Grey","F","Y","BZMHO","Frances Brandon","DAXF5","Henry Grey","TEYZ4","Guilford Dudley","","1537","10","","1553","2","12","","","","","","","","","","","Bradgate, Leicestershire","Tower Hill","","","","","","","","","",
"ZB628","Jane Seymour","Jane","","Seymour","F","Y","CU58L","Margery Wentworth","HM9V1","John Seymour","","","Q2HCA","","","","1537","10","15","","","","","","","","","","","","","","","","","","","","","",
"R2L5D","Janet Stewart","Janet","","Stewart","F","","PJD0M","Janet Campbell","LQ2JV","John Stewart","","","F3E4N RD628 VCLF8 HAAWW K3CLW","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"PJD0M","Janet Campbell","Janet","","Campbell","F","","","","EL3NT","Archibald Campbell","LQ2JV","John Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"E3DG8","Janet Stewart","Janet","","Stewart","F","","ZGS5O","Isabella Stewart","HUZD8","James Stewart","M0991","Malcolm Fleming","GN5UP","","","","","","","","","","","","","","","","","","","","","","","","","","","Illegitimate",
"JNCVO","Janet Douglas","Janet","","Douglas","F","","","","KEXTR","William Douglas","OOKWG","Robert Maxwell","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"NIEN7","Janet Douglas","Janet","","Douglas","F","","","","T00CA","James Douglas","T5IBM","Patrick Hepburn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BBYPN","Janet Kennedy","Janet","","Kennedy","F","","","","ARFCC","John Kennedy","","","HUZD8","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"DB40I","Joan le Strange","Joan le","","Strange","F","Y","RPMOW","Jacquette Wydvill","QAJX4","John le Strange","N4B2Q","George Stanley","","","","","1513","3","20","","","","","","","","","","","","Colham Green, Middlesex","","","","","","","","","",
"JTLJI","John Neville","John","","Neville","M","Y","","","","","","","CKUKM","","","","1542","3","2","","","","","","","","","","","","","","","","","","","","","",
"HM9V1","John Seymour","John","","Seymour","M","Y","","","","","CU58L","Margery Wentworth","","","","","1536","12","21","","","","","","","","","","","","","","","","","","","","","",
"NNCHR","John Basset","John","","Basset","M","Y","","","","","","","EDEDR","","","","1528","1","31","","","","","","","","","","","","","","","","","","","","","",
"LQ2JV","John Stewart","John","","Stewart","M","","","","","","PJD0M","Janet Campbell","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"VO31O","John Neville","John","","Neville","M","","","","","","HEYES","Isabella Ingaldesthorpe","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"LA4TC","John Onley","John","","Onley","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C2A1O","John Mortimer","John","","Mortimer","M","Y","","","","","","","LXT9W","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ARFCC","John Kennedy","John","","Kennedy","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SVBKV","John Drummond","John","","Drummond","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"YWO4Q","John Beauchamp","John","","Beauchamp","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"MKM15","John Grey","John","","Grey","M","Y","","","","","","","GPYBY","","","","1460","2","17","","","","","","","","","","","","","","","","","","","","","",
"SSCAE","John Drummond","John","","Drummond","M","","","","","","","","OARBJ","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"NA487","John Bourchier","John","","Bourchier","M","","ZTRLK","Elizabeth Tylney","JY34T","Humphrey Bourchier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EKP6Y","John Mowbray","John","","Mowbray","M","","","","","","PZI2X","Elizabeth Talbot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"WG1XI","John Talbot","John","","Talbot","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"INL84","John Beaufort","John","","Beaufort","M","","","","","","M2ZLM","Margaret Beauchamp","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KDLCS","John Gordon","John","","Gordon","M","","","","","","OARBJ","Margaret Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"MZFKT","John Cokayne","John","","Cokayne","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"E3BK6","John Welles","John","","Welles","M","Y","","","","","","","EFXX8","","","","1498","2","9","","","","","","","","","","","","""Pasmer's Place"", St Sithes Lane","Westminster Abbey","","","","","","","","",
"UW237","John de la Pole","John de la","","Pole","M","","","","","","","","AIGHZ","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"QAJX4","John le Strange","John le","","Strange","M","","","","","","RPMOW","Jacquette Wydvill","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HXV3E","John of Castile","John of","","Castile","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"TUYGX","Lawrence Cheney","Lawrence","","Cheney","M","","","","","","WFGMQ","Elizabeth Cokayne","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ITS4T","Louis of Valois","Louis of","","Valois","M","Y","","","","","KUT8K","Mary Tudor","","","","","1514","1","1","","","","","","","","","","","","","","","","","","","","","",
"OGGSF","Louis of Orleans","Louis of","","Orleans","M","","","","","","","","PKUYQ","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HX6PZ","Ludovic Stuart","Ludovic","","Stuart","M","Y","","","","","","","DG41Z","","","","1623","2","16","","","","","","","","","","","","","Westminster Abbey","","","","","","","","",
"X5ALQ","Mabel Burton","Mabel","","Burton","F","","","","O1PVF","Nicholas Burton","SE8VR","Thomas Howard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BPQUK","Madeleine of Valois","Madeleine of","","Valois","F","Y","","","WGDD1","Francis of Valois","","","P6FPR","1520","8","","1537","7","7","","","","","","","","","","","","Holyrood","","","","","","","","","",
"M0991","Malcolm Fleming","Malcolm","","Fleming","M","","","","","","E3DG8","Janet Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OARBJ","Margaret Stewart","Margaret","","Stewart","F","","GW9FN","Margaret Drummond","HUZD8","James Stewart","KDLCS","John Gordon","SSCAE","1497","","","","","","","","","","","","","","","","","","","","","","","","","","Illegitimate",
"U7CZC","Margaret Boyd","Margaret","","Boyd","F","","","","","","","","HUZD8","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"A047A","Margaret Kyme","Margaret","","Kyme","F","","EFXX8","Cecily of York","VUG7W","Thomas Kyme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The existence of such a child is claimed in pedigrees at the College of Arms, and possibly confirmed by a reference in the will of Lady Katherine Gordon, wife of Perkin Warbeck, to her ""Cosyn Margarett Keymes""",
"Y2TA0","Margaret Douglas","Margaret","","Douglas","F","Y","N2WTC","Margaret Tudor","CGLQK","Archibald Douglas","PNK7W","Matthew Stuart","","1515","10","","1577","3","9","","","","","","","","","","","Harbottle","Hackney","","","","","","","","","",
"AIGHZ","Margaret Beaufort","Margaret","","Beaufort","F","Y","M2ZLM","Margaret Beauchamp","INL84","John Beaufort","KV64I","Edmund Tudor","UW237 KWYGP QOJMZ","1443","5","31","1509","6","29","","","","","","","","","","","Bletsoe","","Westminster Abbey","","","","","","","","",
"M9AN4","Margaret Gamage","Margaret","","Gamage","F","","","","B0FCH","Thomas Gamage","GSPVU","William Howard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"GW9FN","Margaret Drummond","Margaret","","Drummond","F","","","","","","","","HUZD8","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"UYYEO","Margaret Wotton","Margaret","","Wotton","F","","WJ4HQ","Anne Belknap","P2DHF","Robert Wotton","OEA4H","Thomas Grey","EUT2M","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"TS8OX","Margaret Clifford","Margaret","","Clifford","F","Y","K7TIE","Eleanor Brandon","ASJN8","Henry Clifford","L9DYC","Henry Stanley","","","","","1596","9","29","","","","","","","","","","","","Cleveland Row, Middlesex","Westminster Abbey","1596","10","22","","","","","",
"LXT9W","Margaret Neville","Margaret","","Neville","F","","HEYES","Isabella Ingaldesthorpe","VO31O","John Neville","","","KH7AR C2A1O","1466","","","","","","","","","","","","","","","","","","","","","","","","","","",
"N2WTC","Margaret Tudor","Margaret","","Tudor","F","Y","FC2KR","Elizabeth of York","V53TZ","Henry Tudor","F3E4N","Henry Stewart","CGLQK HUZD8","1489","11","28","1541","10","18","","","","","","","","","","","Westminster","Methven","St John's Monastery, Perth","","","","","","","","",
"F8OMS","Margaret Maxwell","Margaret","","Maxwell","F","Y","JNCVO","Janet Douglas","OOKWG","Robert Maxwell","CGLQK","Archibald Douglas","OKHLM","","","","1593","1","31","","","","","","","","","","","","","","","","","","","","","",
"B2C1B","Margaret Hepburn","Margaret","","Hepburn","F","Y","NIEN7","Janet Douglas","T5IBM","Patrick Hepburn","","","CGLQK","","","","1513","","","","","","","","","","","","","","","","","","","","","","","",
"TJ7PW","Margaret Barlow","Margaret","","Barlow","F","Y","INFU9","Anne Reddish","ZUECU","Ellis Barlow","","","HSWAU","","","","1558","1","19","","","","","","","","","","","","","Ormskirk","1558","2","24","","","","","",
"M2ZLM","Margaret Beauchamp","Margaret","","Beauchamp","F","","","","YWO4Q","John Beauchamp","INL84","John Beaufort","LSPI3","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"VG3F2","Margaret Kennedy","Margaret","","Kennedy","F","","","","ARFCC","John Kennedy","FCMVP","Andrew Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CU58L","Margery Wentworth","Margery","","Wentworth","F","Y","","","PJ6Y7","Henry Wentworth","HM9V1","John Seymour","","","","","1550","10","","","","","","","","","","","","","","","","","","","","","","",
"C42AK","Mary Onley","Mary","","Onley","F","","","","LA4TC","John Onley","EUNDT","George Cotton","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"V80IB","Mary Grey","Mary","","Grey","F","Y","BZMHO","Frances Brandon","DAXF5","Henry Grey","HL6CM","Thomas Keyes","","","","","1578","4","20","","","","","","","","","","","","","","","","","","","","","",
"IVIVI","Mary Hungerford","Mary","","Hungerford","F","","","","CJYPY","Thomas Hungerford","HIYMB","Edward Hastings","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IHZ1I","Mary Tudor","Mary","","Tudor","F","Y","A9WP4","Catherine of Aragon","Q2HCA","Henry Tudor","OJAK7","Philip of Hapsburg","","1515","2","18","1558","11","17","","","","","","","","","","","Greenwich Palace","","","","","","","","","","",
"YNVUO","Mary Cotton","Mary","","Cotton","F","Y","C42AK","Mary Onley","EUNDT","George Cotton","","","HSWAU K5QUQ","","","","1580","11","16","","","","","","","","","","","","","","","","","","","","","",
"Y8DNT","Mary Stewart","Mary","","Stewart","F","Y","PKUYQ","Mary of Lorraine","P6FPR","James Stewart","CI6VB","James Hepburn","NH7EU KIZRL","1542","12","","1586","2","8","","","","","","","","","","","Linlithgow","Fotheringay Castle, Northamptonshire","Peterborough Cathedral","","","","","","","","",
"UXKLD","Mary Howard","Mary","","Howard","F","Y","C7TRV","Elizabeth Stafford","RLFUD","Thomas Howard","EL46D","Henry Fitzroy","","","","","1557","12","9","","","","","","","","","","","","","","","","","","","","","",
"Y3OAH","Mary Boleyn","Mary","","Boleyn","F","Y","MMHBG","Elizabeth Howard","W93CT","Thomas Boleyn","YPQX6","William Carey","Q2HCA UD9OE","","","","1543","7","19","","","","","","","","","","","","","","","","","","","","","",
"KUT8K","Mary Tudor","Mary","","Tudor","F","Y","FC2KR","Elizabeth of York","V53TZ","Henry Tudor","ITS4T","Louis of Valois","KH7AR","1494","3","18","1533","6","25","","","","","","","","","","","","Westhorpe Hall, Suffolk","Bury St Edmunds Abbey","1533","7","22","","","","","",
"BTE37","Mary de Salinas","Mary de","","Salinas","F","","","","","","IJT9O","William Willoughby","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"PKUYQ","Mary of Lorraine","Mary of","","Lorraine","F","Y","","","","","P6FPR","James Stewart","OGGSF","","","","1560","6","10","","","","","","","","","","","","Edinburgh Castle","","","","","","","","","",
"PNK7W","Matthew Stuart","Matthew","","Stuart","M","","","","","","Y2TA0","Margaret Douglas","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HE800","Maud Green","Maud","","Green","F","","","","CBNAQ","Thomas Green","O54UG","Thomas Parr","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"O1PVF","Nicholas Burton","Nicholas","","Burton","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"LSPI3","Oliver St John","Oliver","","St John","M","","","","","","","","M2ZLM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KXJCC","Otes Reddish","Otes","","Reddish","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EAECH","Otes Gilbert","Otes","","Gilbert","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"VCLF8","Patrick Ruthven","Patrick","","Ruthven","M","Y","","","","","","","R2L5D","","","","1566","6","13","","","","","","","","","","","","","","","","","","","","","",
"T5IBM","Patrick Hepburn","Patrick","","Hepburn","M","","","","","","NIEN7","Janet Douglas","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C5GVL","Peter de Luxembourg","Peter de","","Luxembourg","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"RQQHT","Philip Tylney","Philip","","Tylney","M","","START","... Tailboys","NCMF3","Hugh Tylney","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OJAK7","Philip of Hapsburg","Philip of","","Hapsburg","M","","","","","","IHZ1I","Mary Tudor","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"XVSQF","Ralph Scrope","Ralph","","Scrope","M","","","","","","EFXX8","Cecily of York","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"QA968","Richard Wydvill","Richard","","Wydvill","M","","QYN9U","Jacqueline de Luxembourg","N3KVB","Richard Wydvill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"G6ZJY","Richard Bertie","Richard","","Bertie","M","Y","","","","","","","DY78P","","","","1582","4","9","","","","","","","","","","","","","Spilsby, Lincolnshire","","","","Sometime MP for county Lincoln","","","","",
"IVEZU","Richard Plantagenet","Richard","","Plantagenet","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"N3KVB","Richard Wydvill","Richard","","Wydvill","M","","","","","","QYN9U","Jacqueline de Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"THU1S","Richard Plantagenet","Richard","","Plantagenet","M","","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","JSR4Z","Anne Mowbray","","1473","8","17","","","","","","","","","","","","","","Shrewsbury","","","","","","","","","","",
"GBA4O","Richard Neville","Richard","","Neville","M","","","","","","UR0H0","Alice Montagu","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"P2DHF","Robert Wotton","Robert","","Wotton","M","","","","","","WJ4HQ","Anne Belknap","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OOKWG","Robert Maxwell","Robert","","Maxwell","M","","","","","","JNCVO","Janet Douglas","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C70CN","Thomas Stanley","Thomas","","Stanley","M","Y","DB40I","Joan le Strange","N4B2Q","George Stanley","YM9Z4","Anne Hastings","","","","","1521","5","23","","","","","","","","","","","","Colham Green, Middlesex","Syon Monastery, Middlesex","","","","","","","","",
"ND9PI","Thomas Montagu","Thomas","","Montagu","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"SE8VR","Thomas Howard","Thomas","","Howard","M","","C7TRV","Elizabeth Stafford","RLFUD","Thomas Howard","X5ALQ","Mabel Burton","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ANC99","Thomas Seymour","Thomas","","Seymour","M","Y","CU58L","Margery Wentworth","HM9V1","John Seymour","","","CKUKM","1508","","","1548","3","20","","","","","","","","","","","","Tower Hill","Tower of London","","","","","","","","",
"RLFUD","Thomas Howard","Thomas","","Howard","M","Y","ZTRLK","Elizabeth Tylney","IIMAK","Thomas Howard","TPM6Z","Anne of York","C7TRV","1473","","","1554","8","25","","","","","","","","","","","","Kenninghall, Norfolk","Framlingham","1554","10","2","","","","","",
"O54UG","Thomas Parr","Thomas","","Parr","M","","","","","","HE800","Maud Green","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CJYPY","Thomas Hungerford","Thomas","","Hungerford","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CBNAQ","Thomas Green","Thomas","","Green","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"APPC9","Thomas Grenville","Thomas","","Grenville","M","","","","","","NB7QD","Isabella Gilbert","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"VUG7W","Thomas Kyme","Thomas","","Kyme","M","","","","","","","","EFXX8","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HL6CM","Thomas Keyes","Thomas","","Keyes","M","Y","","","","","V80IB","Mary Grey","","","","","1571","9","3","","","","","","","","","","","","","","","","","Serjeant Porter","","","","",
"I6KTT","Thomas Grey","Thomas","","Grey","M","Y","GPYBY","Elizabeth Wydvill","MKM15","John Grey","KV5AD","Anne Holand","S2P5N","","","","1501","8","30","","","","","","","","","","","","","Astley, Warwickshire","","","","","","","","",
"OEA4H","Thomas Grey","Thomas","","Grey","M","Y","S2P5N","Cecily Bonville","I6KTT","Thomas Grey","UYYEO","Margaret Wotton","","1477","6","22","1530","10","10","","","","","","","","","","","","","","","","","","","","","",
"IIMAK","Thomas Howard","Thomas","","Howard","M","Y","","","","","ZTRLK","Elizabeth Tylney","S3UT2","1443","","","1524","5","21","","","","","","","","","","","Stoke Neyland","Framlingham Castle","Thetford Abbey","1524","6","26","","","","","",
"B0FCH","Thomas Gamage","Thomas","","Gamage","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"W93CT","Thomas Boleyn","Thomas","","Boleyn","M","","","","","","MMHBG","Elizabeth Howard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"QOJMZ","Thomas Stanley","Thomas","","Stanley","M","Y","","","","","","","AIGHZ GNVH2","1435","","","1504","7","29","","","","","","","","","","","","Lathom","Burscough Priory, Lancashire","","","","","","","","",
"TKK8X","Walter Tailboys","Walter","","Tailboys","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"GSPVU","William Howard","William","","Howard","M","Y","S3UT2","Agnes Tylney","IIMAK","Thomas Howard","M9AN4","Margaret Gamage","","","","","1573","","","","","","","","","","","","","","","","","","","","","","","",
"JJ4N5","William Brandon","William","","Brandon","M","Y","","","","","PJ4OL","Elizabeth Bruyn","","","","","1485","8","22","","","","","","","","","","","","","","","","","","","","","",
"UD9OE","William Stafford","William","","Stafford","M","Y","","","","","","","Y3OAH","","","","1556","5","5","","","","","","","","","","","","Geneva","","","","","","","","","",
"KEXTR","William Douglas","William","","Douglas","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"I5N3V","William Cavendish","William","","Cavendish","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"THKC1","William Bonville","William","","Bonville","M","","","","","","VRMZR","Catherine Neville","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C7FO4","William Seymour","William","","Seymour","M","","","","","","U1NL1","Arabella Stuart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"YYWRQ","William FitzAlan","William","","FitzAlan","M","","","","","","ZCICK","Anne Percy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OKHLM","William Baillie","William","","Baillie","M","","","","","","","","F8OMS","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IJT9O","William Willoughby","William","","Willoughby","M","","","","","","BTE37","Mary de Salinas","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"XI6EK","William Dacre","William","","Dacre","M","","","","","","ESIZ1","Elizabeth Talbot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EUT2M","William Medley","William","","Medley","M","","","","","","","","UYYEO","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"YPQX6","William Carey","William","","Carey","M","Y","","","","","Y3OAH","Mary Boleyn","","","","","1528","6","22","","","","","","","","","","","","","","","","","","","","","",
