ID,Full name,First names,Surname now,Surname at birth,Gender,Deceased,Mother ID,Mother name,Father ID,Father name,Partner ID,Partner name,Ex-partner IDs,Birth year,Birth month,Birth day,Death year,Death month,Death day,Email,Website,Blog,Photo site,Home tel,Work tel,Mobile,Skype,Address,Other contact,Birth place,Death place,Burial place,Burial year,Burial month,Burial day,Profession,Company,Interests,Activities,Bio notes,
ZVLW2,Princess Kako,Princess Kako                          ,,,F,,S01NF,Princess Toshi,BRD6W,Prince Akishino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOUKH,Princess Mako,Princess Mako                          ,,,F,,S01NF,Princess Toshi,BRD6W,Prince Akishino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FASY8,Princess Nori,Princess Nori                          ,,,F,,HEXG5,The Empress Michiko,APM2P,125. The Emperor Akihito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01NF,Princess Toshi,Princess Toshi                         ,,,F,,VKLO1,The Crown Princess Masako,J0Q8U,The Crown Prince Naruhito,BRD6W,Prince Akishino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF1A8,Sh?ken,Sh?ken                                 ,,,F,,,,,,ACVBM,122. Meiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKDF1,Shigeko,Shigeko                                ,,,F,,,,,,,,P0QS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOI4G,Shiki-?,Shiki-?                                ,,,M,,,,IP6BX,38. Tenchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V5K20,Shin K?wiga-In,Shin K?wiga-In                         ,,,F,,,,,,,,CPA3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJKSX,Son,Son                                    ,,,M,,,,RH78U,Brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQW3X,Tamako,Tamako                                 ,,,F,,,,FL0ZW,Fujiwara no Kinzane,M76CB,74. Toba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UWBJO,Tashibano ni Iwayo-ko,Tashibano ni Iwayo-ko                  ,,,F,,,,,,CTQ48,Prince Kan'in Sukehito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUV3N,Teimei,Teimei                                 ,,,F,,,,,,II61Z,123. Taish?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0Q8U,The Crown Prince Naruhito,The Crown Prince Naruhito              ,,,M,,HEXG5,The Empress Michiko,APM2P,125. The Emperor Akihito,VKLO1,The Crown Princess Masako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VKLO1,The Crown Princess Masako,The Crown Princess Masako              ,,,F,,,,,,J0Q8U,The Crown Prince Naruhito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEXG5,The Empress Michiko,The Empress Michiko                    ,,,F,,,,,,APM2P,125. The Emperor Akihito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQYVL,Tokugawa Kazuko,Tokugawa Kazuko                        ,,,F,,,,,,DLB3E,108. Go-Minoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKU12,Tokuko,Tokuko                                 ,,,F,,,,,,CT2Y3,80. Takakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFIQJ,Tokuko,Tokuko                                 ,,,F,,,,,,,,M76CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRLPY,Toneri-?,Toneri-?                               ,,,M,,,,LG2J7,34. Jomei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISP3R,Toshiko,Toshiko                                ,,,F,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,J02OU,68. Go-Ichij?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I1UR0,Yanagiwara Naruko,Yanagiwara Naruko                      ,,,F,,,,,,,,ACVBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7QRX,Yasuko/Shin Seiwa-In,Yasuko/Shin Seiwa-In                   ,,,F,,,,,,CPA3T,120. Nink?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXL1M,Yoshiko,Yoshiko                                ,,,F,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,U2XOT,69. Go-Suzaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPCLY,Yoshiko,Yoshiko                                ,,,F,,,,C6JZN,118. Go-Monozono,KX94W,119. K?kaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
